Feature,Mean_RF_Importance,SD_RF_Importance,Mean_SHAP,SD_SHAP
Solv_SlogP_VSA1,7.657321555735266e-10,4.463911692267929e-10,1.9458228322133836e-06,1.271339335083808e-06
Solv_fr_NH1,4.668767253608475e-10,3.377447533804683e-10,1.8012603976229665e-06,1.5087828992703606e-06
Solv_fr_isocyan,0.0,0.0,0.0,0.0
Solv_fr_hdrzine,0.0,0.0,0.0,0.0
Solv_fr_isothiocyan,0.0,0.0,0.0,0.0
Solv_fr_guanido,0.0,0.0,0.0,0.0
Solv_fr_imide,0.0,0.0,0.0,0.0
Solv_fr_lactam,0.0,0.0,0.0,0.0
Solv_fr_furan,0.0,0.0,0.0,0.0
Solv_fr_lactone,0.0,0.0,0.0,0.0
Solv_fr_imidazole,0.0,0.0,0.0,0.0
Solv_fr_epoxide,0.0,0.0,0.0,0.0
Solv_fr_dihydropyridine,0.0,0.0,0.0,0.0
Solv_fr_diazo,0.0,0.0,0.0,0.0
Solv_fr_morpholine,0.0,0.0,0.0,0.0
Solv_fr_hdrzone,0.0,0.0,0.0,0.0
Solv_PEOE_VSA3,0.0,0.0,0.0,0.0
Solv_fr_nitro_arom,0.0,0.0,0.0,0.0
Solv_fr_quatN,0.0,0.0,0.0,0.0
Solv_fr_thiophene,0.0,0.0,0.0,0.0
Solv_fr_thiocyan,0.0,0.0,0.0,0.0
Solv_fr_thiazole,0.0,0.0,0.0,0.0
Solv_fr_tetrazole,0.0,0.0,0.0,0.0
Solv_fr_term_acetylene,0.0,0.0,0.0,0.0
Solv_fr_sulfone,0.0,0.0,0.0,0.0
Solv_fr_sulfonamd,0.0,0.0,0.0,0.0
Solv_fr_sulfide,0.0,0.0,0.0,0.0
Solv_fr_prisulfonamd,0.0,0.0,0.0,0.0
Solv_fr_nitro_arom_nonortho,0.0,0.0,0.0,0.0
Solv_fr_priamide,0.0,0.0,0.0,0.0
Solv_fr_piperzine,0.0,0.0,0.0,0.0
Solv_fr_piperdine,0.0,0.0,0.0,0.0
Solv_fr_phos_ester,0.0,0.0,0.0,0.0
Solv_fr_phos_acid,0.0,0.0,0.0,0.0
Solv_fr_oxime,0.0,0.0,0.0,0.0
Solv_fr_benzodiazepine,0.0,0.0,0.0,0.0
Solv_fr_nitroso,0.0,0.0,0.0,0.0
Solv_fr_oxazole,0.0,0.0,0.0,0.0
Solv_fr_SH,0.0,0.0,0.0,0.0
Solv_fr_barbitur,0.0,0.0,0.0,0.0
Chrom_fr_nitroso,0.0,0.0,0.0,0.0
Chrom_fr_azide,0.0,0.0,0.0,0.0
Chrom_fr_benzodiazepine,0.0,0.0,0.0,0.0
Chrom_fr_diazo,0.0,0.0,0.0,0.0
Chrom_fr_epoxide,0.0,0.0,0.0,0.0
Chrom_fr_isocyan,0.0,0.0,0.0,0.0
Solv_EState_VSA11,0.0,0.0,0.0,0.0
Chrom_fr_lactam,0.0,0.0,0.0,0.0
Solv_SlogP_VSA9,0.0,0.0,0.0,0.0
Solv_fr_azo,0.0,0.0,0.0,0.0
Solv_SlogP_VSA8,0.0,0.0,0.0,0.0
Chrom_fr_phos_acid,0.0,0.0,0.0,0.0
Solv_SMR_VSA8,0.0,0.0,0.0,0.0
Chrom_fr_phos_ester,0.0,0.0,0.0,0.0
Chrom_fr_prisulfonamd,0.0,0.0,0.0,0.0
Chrom_fr_thiocyan,0.0,0.0,0.0,0.0
Solv_NumRadicalElectrons,0.0,0.0,0.0,0.0
Chrom_fr_SH,0.0,0.0,0.0,0.0
Chrom_SlogP_VSA9,0.0,0.0,0.0,0.0
Chrom_SMR_VSA8,0.0,0.0,0.0,0.0
Solv_fr_ArN,0.0,0.0,0.0,0.0
Solv_fr_azide,0.0,0.0,0.0,0.0
Solv_fr_aniline,0.0,0.0,0.0,0.0
Solv_fr_amidine,0.0,0.0,0.0,0.0
Solv_fr_allylic_oxid,0.0,0.0,0.0,0.0
Solv_fr_alkyl_carbamate,0.0,0.0,0.0,0.0
Solv_fr_aldehyde,0.0,0.0,0.0,0.0
Solv_fr_Nhpyrrole,0.0,0.0,0.0,0.0
Solv_fr_Ndealkylation1,0.0,0.0,0.0,0.0
Solv_fr_N_O,0.0,0.0,0.0,0.0
Solv_fr_NH2,0.0,0.0,0.0,0.0
Solv_fr_Imine,0.0,0.0,0.0,0.0
Solv_fr_HOCCN,0.0,0.0,0.0,0.0
Solv_fr_C_S,0.0,0.0,0.0,0.0
Solv_fr_Ar_NH,0.0,0.0,0.0,0.0
Solv_fr_Ar_COO,0.0,0.0,0.0,0.0
Solv_fr_urea,0.0,0.0,0.0,0.0
